,artist,song_name,spotify_track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,release_year,tracks_popularity
1254,Lost Frequencies,Where Are You Now,3uUuGVFu1V7jTQL60S1r8z,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,148197,4,2021,89
1255,BoyWithUke,Sick of U (with Oliver Tree),5IXdkgrT4lb9sKIb8tbOQ3,0.676,0.814,0,-3.213,1,0.0585,0.277,0.0,0.0953,0.601,92.554,168676,4,2022,79
1256,ROSALÍA,DESPECHÁ RMX,4CD623yLJVvKJxUyzaTqtC,0.954,0.582,9,-5.744,0,0.0727,0.235,1.26e-06,0.0572,0.884,130.008,170828,4,2022,81
1257,Bad Bunny,DÁKITI,4MzXwWMhyBbmu6hOcLVD49,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090,4,2020,82
1258,A Boogie Wit da Hoodie,Me and My Guitar,6cZH4rX1KTt1aJ3Ql6Ynja,0.644,0.587,7,-6.736,0,0.353,0.473,0.0,0.0759,0.68,173.972,161765,4,2020,74
1259,Don Toliver,Do It Right,4ZevD501qZiFK7FY8DFn0V,0.662,0.515,5,-6.867,1,0.199,0.458,0.0,0.163,0.386,69.808,174474,4,2022,76
1260,Yeat,Poppin,3wn8nOygkHLUQ9dlXM1rKW,0.705,0.613,7,-7.441,1,0.123,0.262,6.97e-06,0.198,0.259,74.521,167187,4,2022,75
1261,Charlie Puth,Light Switch,1jEBSDN5vYViJQr78W7jr2,0.689,0.627,6,-5.692,1,0.308,0.105,0.000321,0.0905,0.905,184.008,187704,4,2022,83
1262,Lil Durk,Broadway Girls (feat. Morgan Wallen),7qTaDOcld0VmBWXnkbUj45,0.659,0.745,10,-3.599,1,0.0347,0.0417,0.0,0.296,0.54,74.967,185600,4,2022,72
1263,Cris Mj,Una Noche en Medellín,1O2pcBJGej0pmH2Y9XZMs6,0.87,0.548,10,-5.253,0,0.077,0.0924,4.6e-05,0.0534,0.832,96.018,153750,4,2022,87
1264,Morgan Wallen,Somebody’s Problem,42lqBjPYlmL1EXpMDXvhSN,0.658,0.538,5,-7.676,1,0.0289,0.657,0.0,0.123,0.62,136.967,161773,4,2021,72
1265,Lil Tecca,Love Me,4e0FYxSROat25pH16zMTZI,0.719,0.538,11,-6.897,0,0.28,0.632,0.0,0.135,0.803,204.132,117013,4,2019,78
1266,Pop Smoke,Got It On Me,25zlnOAzbVoOzIeXSvQFf1,0.688,0.647,2,-7.258,1,0.19,0.00815,1.65e-05,0.095,0.195,88.834,164580,4,2020,78
1267,Rod Wave,Street Runner,5iMRhOHzze2CujxHiJ6cRL,0.599,0.61,5,-8.633,0,0.24,0.213,0.000414,0.151,0.434,159.933,252021,4,2021,72
1268,Drake,Time Flies,5H4mXWKcicuLKDn4Jy0sK7,0.864,0.477,10,-5.786,1,0.224,0.201,0.0,0.182,0.5,86.46,192932,4,2020,77
1269,Lil Tecca,Our Time,2WxUIiq06XXPYWl9YcRJnD,0.895,0.439,5,-12.142,0,0.319,0.199,0.0,0.0683,0.633,109.988,98413,4,2020,78
1270,Young Dolph,Get Away,65nmqAEqW7CJIkXOIkxyg8,0.839,0.642,1,-5.581,1,0.0535,0.0431,6.76e-05,0.148,0.211,140.078,180760,4,2022,73
1271,Adele,Easy On Me,46IZ0fSY2mpAiktS3KOqds,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,224695,4,2021,84
1272,Billie Eilish,The 30th,5SHpuW2qjkQtFRpE6P9Nks,0.387,0.135,7,-14.398,1,0.051,0.929,0.0,0.0948,0.21,82.987,216448,4,2022,79
1273,Lil Tjay,Give You What You Want,6PQK1Y3Dl6dym9pj0y9Chy,0.691,0.656,10,-5.673,0,0.0679,0.222,0.00111,0.153,0.393,89.467,159331,4,2022,77
1274,$NOT,GOSHA,0j8ppsOOawdPCJnSTcXgOy,0.847,0.448,0,-10.14,1,0.416,0.81,1.35e-05,0.325,0.488,79.975,120000,4,2020,75
1275,Dan + Shay,You,2xPV95cfbyusygMTxpa3SW,0.544,0.572,0,-6.205,1,0.0319,0.118,0.0,0.234,0.52,169.885,196253,4,2021,73
1276,Ashley Cooke,Never Til Now (feat. Brett Young),4232gJU5ljjFmKaPh0cKds,0.382,0.408,10,-7.552,1,0.0407,0.75,0.0,0.127,0.128,77.063,173534,4,2022,74
1277,Taylor Swift,right where you left me - bonus track,3zwMVvkBe2qIKDObWgXw4N,0.581,0.619,10,-6.524,1,0.0282,0.769,0.000106,0.117,0.645,137.915,245027,4,2021,77
1278,dkj,Aces,4pV6Kx1T9L49PBFwH1g8ca,0.602,0.537,10,-11.389,0,0.0332,0.00118,0.947,0.289,0.428,139.94,122250,4,2022,79
1279,Bee Gees,Stayin Alive,5ubvP9oKmxLUVq506fgLhk,0.702,0.773,10,-9.256,0,0.0343,0.0288,0.00871,0.147,0.953,103.564,285373,4,2020,81
1280,Kanye West,Moon,7CC6UbCs4iGsePSzFxYxNn,0.319,0.236,5,-9.644,1,0.0318,0.898,1.62e-05,0.272,0.254,162.351,156091,4,2021,76
1281,IVE,LOVE DIVE,0Q5VnK2DYzRyfqQRJuUtvi,0.703,0.709,1,-4.169,0,0.0433,0.00379,5.43e-05,0.333,0.538,117.941,177187,4,2022,84
1282,Elton John,Cold Heart - PNAU Remix,7rglLriMNBPAyuJOMGwi39,0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,202735,4,2021,73
1283,Kay Flock,PSA,6T5i0o62ZyfHRRHHihYJ1n,0.872,0.77,1,-6.722,1,0.538,0.0591,0.0,0.0663,0.817,147.061,113600,4,2021,75
1284,RM,Wild Flower (with youjeen),1AZjCZSGEjlxUufFQwSszF,0.486,0.766,8,-5.821,1,0.0938,0.0282,0.0,0.123,0.417,154.992,273500,4,2022,86
1285,Rauw Alejandro,Desesperados,6mmPpaltUZK7xjNlBPQQ0p,0.869,0.694,1,-3.35,0,0.0783,0.356,0.00125,0.0878,0.511,90.02,224997,4,2021,85
1286,Tems,Free Mind,2mzM4Y0Rnx2BDZqRnhQ5Q6,0.562,0.463,6,-7.478,1,0.0787,0.442,0.000145,0.157,0.416,125.15,247579,5,2020,75
1287,Swedish House Mafia,Moth To A Flame (with The Weeknd),0VO8gYVDSwM1Qdd2GsMoYK,0.553,0.659,8,-7.295,1,0.0391,0.0027,0.0,0.105,0.105,120.146,234000,4,2022,84
1288,Zach Bryan,Letting Someone Go,6Wxx1jXr6EyGdt8RuYFzvj,0.543,0.117,0,-15.153,1,0.0389,0.811,0.0,0.147,0.395,83.607,239761,4,2019,72
1289,Juice WRLD,Hate The Other Side (with Marshmello & The Kid Laroi),0ada5XsQGLPUVbmTCkAP49,0.701,0.65,6,-6.313,1,0.104,0.291,0.0,0.112,0.647,90.003,160212,4,2020,76
1290,Kaash Paige,Love Songs - Bonus,6qL5UWxRSQYml9O99ozoLv,0.641,0.355,5,-10.599,1,0.0906,0.831,0.000855,0.11,0.453,120.032,148640,4,2019,80
1291,The Kid LAROI,Thousand Miles,1r8ZCjfrQxoy2wVaBUbpwg,0.376,0.657,7,-4.658,1,0.0768,0.0858,0.0,0.0884,0.203,80.565,164782,4,2022,80
1292,Cardi B,Hot Shit (feat. Ye & Lil Durk),3uJFmluXzYedoJcvhpC1AW,0.878,0.685,9,-5.28,1,0.225,0.00152,0.0,0.0753,0.523,157.003,211649,4,2022,75
1293,ERNEST,Flower Shops (feat. Morgan Wallen),2ccuOtUjIyx3tPcsnpeBzJ,0.527,0.461,7,-5.908,1,0.0269,0.118,0.0,0.0831,0.227,128.153,214405,3,2021,72
1294,Brent Faiyaz,"GRAVITY (FEAT. TYLER, THE CREATOR)",3zakx7RAwdkUQlOoQ7SJRt,0.541,0.619,1,-8.746,0,0.254,0.167,0.00633,0.144,0.491,163.908,214693,4,2022,74
1295,Only The Family,Hellcats & Trackhawks,53tv6ZbyeAwfAUwFaxYbfO,0.841,0.672,1,-5.557,0,0.371,0.0122,0.0,0.321,0.599,157.026,146845,4,2021,73
1296,Lil Tjay,Beat the Odds,2BJWxD8xKrDv8vneTvTIm9,0.498,0.625,8,-7.452,0,0.342,0.054,0.0,0.175,0.478,84.821,150000,4,2022,77
1297,Reneé Rapp,In The Kitchen,2VFetGqLYq0Pc8ZtRYCaeL,0.364,0.294,0,-6.578,0,0.0504,0.833,0.0,0.264,0.125,79.477,227749,3,2022,75
1298,MAVI,"Love, of Money",2XILilAwcXHdGwZLNHteue,0.371,0.655,0,-9.901,1,0.0771,0.0526,2.14e-06,0.168,0.855,147.794,64766,4,2019,76
1299,Oscar Maydon,Los Collares,46FdwGMcgz6gik4RCpWBAW,0.645,0.712,1,-5.787,1,0.188,0.208,0.0,0.3,0.805,136.724,148793,3,2022,84
1300,CORPSE,HOT DEMON B!TCHES NEAR U ! ! !,7v4pPS4A7NgY7bxFA3Etv3,0.788,0.764,7,-4.054,1,0.254,0.00918,0.0,0.224,0.841,100.095,96000,4,2021,75
1301,Grupo Firme,Ya Supérame (En Vivo),6HIIuuUIEzH1meVdGbMXyf,0.436,0.4,0,-6.521,1,0.11,0.463,0.0,0.76,0.568,75.576,189050,3,2021,79
1302,Kendrick Lamar,Father Time (feat. Sampha),28qA8y1sz0FTuSapsCxNOG,0.514,0.779,10,-4.365,0,0.344,0.181,0.0,0.099,0.517,152.869,222497,4,2022,77
1303,Key Glock,Ambition For Cash,4mIHgQ3ofK2RK34UdbqMbe,0.841,0.732,7,-5.186,0,0.19,0.0115,2.18e-05,0.136,0.576,149.012,143480,4,2021,77
1304,DJ Khaled,STAYING ALIVE (feat. Drake & Lil Baby),0g2Bbgy7P41pFjMWJuzsf4,0.718,0.461,4,-7.676,0,0.0797,0.068,0.0,0.283,0.181,129.953,178176,4,2022,77
1305,Eden Muñoz,Como Quieras Quiero,7MyOq9tWhL9bGHeeG5Iz5p,0.555,0.707,10,-7.665,1,0.12,0.644,1.07e-05,0.101,0.963,185.914,122097,3,2022,82
1306,YoungBoy Never Broke Again,Vette Motors,0HrWshW3SuFJ6nKS9ba9Mh,0.83,0.644,10,-5.431,0,0.407,0.0298,0.0,0.11,0.227,155.103,173419,4,2022,72
1307,Zach Bryan,Fifth of May,1wLNEMiUzwvRZz9XHCXhAE,0.596,0.544,4,-7.039,1,0.0341,0.391,3.06e-06,0.129,0.707,136.728,178151,4,2022,72
1308,Jaah SLT,Tuff,5nCg0pD9BpWouChvS8eMSO,0.939,0.23,5,-13.924,1,0.137,0.255,0.0,0.0574,0.549,99.941,124960,4,2019,76
1309,Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends,3CIyK1V4JEJkg02E4EJnDl,0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,173381,4,2022,84
1310,Lil Tecca,Did It Again,4guBZjUyrGoHsTahO3IHdj,0.686,0.561,10,-9.929,0,0.191,0.185,0.0,0.114,0.186,148.775,116240,4,2019,75
1312,Chris Jedi,La Llevo Al Cielo (Ft. Ñengo Flow),6DoL1yYIwEW7VZMRaJhoJI,0.795,0.845,9,-3.809,0,0.135,0.105,1.14e-05,0.172,0.769,170.023,254920,4,2022,85
1313,Kelsea Ballerini,IF YOU GO DOWN (I'M GOIN' DOWN TOO),1jX9wlAgVkAl0fCZqkCI73,0.676,0.856,11,-4.35,1,0.0393,0.454,0.0,0.141,0.965,144.092,166036,4,2022,73
1314,Olivia Rodrigo,enough for you,2TOzTqQXNmR2zDJXihjZ2e,0.638,0.259,7,-10.706,1,0.0898,0.753,0.0,0.219,0.269,88.485,202827,4,2021,78
1315,Cavetown,Juliet,45ROR8UMn60YEVQnDy0uVF,0.546,0.586,6,-8.488,1,0.0313,0.00346,0.00114,0.0562,0.364,131.778,278991,4,2019,78
1316,Billie Eilish,listen before i go,0tMSssfxAL2oV8Vri0mFHE,0.319,0.0561,0,-23.023,1,0.045,0.935,0.00384,0.388,0.082,79.764,242652,3,2019,78
1317,Mac Miller,Blue World,2hwOoMtWPtTSSn6WHV7Vp5,0.742,0.553,8,-8.98,1,0.419,0.389,0.0,0.0694,0.508,84.931,209440,4,2020,76
1318,Miranda Lambert,Strange,6BWOWBSalJEp7woRZSyiMb,0.723,0.633,6,-6.982,1,0.0332,0.0551,1.93e-05,0.0665,0.498,112.022,211227,4,2022,72
1319,42 Dugg,4 Da Gang (with Roddy Ricch),1mAey8kEPmDM2icL56kS9d,0.87,0.561,7,-10.388,1,0.186,0.0124,0.0,0.103,0.691,100.458,156368,4,2021,73
1320,Germ,AWKWARD CAR DRIVE,3aEDTqPcVXDiuKXaedAZgx,0.81,0.438,8,-9.587,1,0.58,0.0134,0.0,0.0851,0.137,82.943,109898,4,2019,73
1321,Christian Nodal,Ya No Somos Ni Seremos,0UXlu64mDLvfzR8IXMz06J,0.588,0.452,7,-4.75,1,0.0268,0.437,0.0,0.344,0.734,139.953,185723,4,2022,84
1322,Daddy Yankee,X ÚLTIMA VEZ,48AJSd42lXpicsGqcgopof,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,192477,4,2022,84
1323,Polo G,I Know,40j4RoqmLiivqzRObbQ4BF,0.807,0.665,5,-5.249,0,0.276,0.0919,0.0,0.0788,0.557,164.964,176575,4,2020,75
1324,JVKE,this is what heartbreak feels like,4RxdAzEmkPXTiIU6ULLoXh,0.707,0.474,1,-4.603,1,0.0672,0.578,0.0,0.11,0.538,109.991,157636,4,2022,77
1325,Brightlo,Pink Noise for Dreaming,1Tjrhay8eQSfkOcqVh7PiQ,0.167,0.113,1,-37.027,1,0.0649,0.911,0.94,0.112,0.148,124.716,193250,5,2022,75
1326,Polo G,Distraction,1oc92BMKYkNxK17C2GtyRM,0.713,0.689,11,-5.99,1,0.255,0.16,0.0,0.136,0.63,156.934,171319,4,2022,74
1327,J Balvin,QUE PRETENDES,25ZAibhr3bdlMCLmubZDVt,0.639,0.791,10,-4.443,0,0.253,0.0275,0.0,0.362,0.939,92.603,222347,4,2019,82
1328,Zach Bryan,Revival,2QfX9Pdz3q66fN3kCXl0Js,0.464,0.366,7,-9.025,1,0.047,0.772,1.58e-05,0.0949,0.328,78.846,221250,4,2020,72
1329,Bad Bunny,Aguacero,2uflssWlCaJ6CbTMOsUpNI,0.861,0.645,6,-6.96,0,0.0743,0.423,0.000592,0.349,0.668,121.391,210989,5,2022,82
1330,Jon Pardi,Your Heart Or Mine,7ETjhPaIU4UmHOiimJBZz9,0.639,0.713,5,-4.368,0,0.0337,0.0539,0.0,0.102,0.717,86.1,161200,4,2022,73
1331,Harry Styles,Cinema,35TyJIMR3xRouUuo2sjS6v,0.829,0.644,9,-7.696,0,0.0427,0.354,0.0511,0.0944,0.896,105.993,243508,4,2022,79
1332,Hailee Steinfeld,Coast (feat. Anderson .Paak),1l4iQsOZ5sOXZPMQLvouaB,0.701,0.875,11,-4.1,1,0.0757,0.0262,7.32e-06,0.137,0.84,111.976,166720,4,2022,78
1333,Polo G,Go Stupid,4PklAHGXT5ityno3IA8SKd,0.92,0.833,1,-3.18,1,0.253,0.0277,0.0,0.0596,0.645,141.034,165726,4,2020,74
1334,$uicideboy$,Genesis,2UbMJbQq6G0TJnmnubgolV,0.55,0.762,0,-7.861,1,0.32,0.0109,0.00179,0.398,0.347,200.211,162138,4,2022,73
1335,Tate McRae,uh oh,6qmvAJSUfVGMubvI2awW7p,0.625,0.604,10,-7.415,0,0.339,0.257,2.06e-05,0.129,0.372,174.089,169722,4,2022,77
1336,Muni Long,Hrs & Hrs,3ncmoWTwJgx63LwMTyBCXf,0.52,0.546,8,-4.991,0,0.213,0.579,0.0,0.112,0.634,137.419,204317,3,2022,77
1337,Lil Tecca,Ransom (with Juice WRLD) - Remix,2WsuSYJNXGKXVYkHPnq2yp,0.684,0.671,2,-6.424,0,0.289,0.0119,0.0,0.0769,0.45,179.987,171253,4,2019,76
1338,Bad Bunny,Safaera,2DEZmgHKAvm41k4J3R2E9Y,0.607,0.829,2,-4.074,1,0.379,0.0103,0.0,0.107,0.685,96.172,295177,4,2020,81
1339,Adelmar Borrego,"Twinkle, Twinkle, Little Star",147gCksvDRmjG1pO51ZCcf,0.443,0.0248,11,-25.351,1,0.0622,0.996,0.967,0.12,0.52,68.123,100562,4,2020,78
1340,$uicideboy$,Fucking Your Culture,2gkVweydDn7MmHmqXAlEzk,0.752,0.807,11,-4.386,1,0.172,0.0146,0.000376,0.8,0.442,87.507,195994,4,2022,73
1341,Junior H,El Hijo Mayor,1RGlfmdvcfatN0ZLOmzanS,0.571,0.567,8,-6.873,1,0.0994,0.431,0.0,0.129,0.967,165.332,196500,3,2022,84
1342,Oliver Tree,Miss You - Sped Up Version,4pH8cIlMI9NrTWcDiQbuRe,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,171702,4,2022,83
1343,Key Glock,Mr. Glock,1ipSpQfzBbhPFhYm6tfVIz,0.804,0.946,7,-5.949,1,0.352,0.002,0.0,0.359,0.745,150.141,146880,4,2020,72
1344,Polo G,Through Da Storm,3NqCEpT8xsHdzpiRlM1kpS,0.71,0.49,1,-9.832,1,0.246,0.128,0.0,0.0942,0.621,74.351,195587,4,2019,76
1345,$uicideboy$,The Serpent and the Rainbow,2CkpD7gqMXrrpTCJ9TZ0bw,0.78,0.78,0,-2.857,1,0.0858,0.00147,0.0,0.472,0.446,118.014,177290,4,2022,73
1346,Yeat,Gët Busy,20O48JTG6O46tPAuZbliRA,0.66,0.58,10,-9.921,0,0.0393,0.0372,0.0,0.116,0.115,139.902,157780,4,2021,74
1347,iamjakehill,By the Sword,3HsFSrIsbO54TFDfG66pZm,0.685,0.76,2,-7.813,1,0.0512,0.0199,0.151,0.0866,0.781,160.035,125812,4,2020,77
1348,Young Dolph,Love For The Streets,7k5lDslyLbcykzUOPGEdKR,0.799,0.733,2,-6.234,1,0.216,0.172,1.7e-05,0.332,0.753,146.051,185280,4,2022,73
1349,Eliza Rose,B.O.T.A. (Baddest Of Them All) - Edit,39JofJHEtg8I4fSyo7Imft,0.736,0.906,0,-7.589,1,0.048,0.164,0.585,0.106,0.698,137.001,226627,4,2022,86
1350,Codiciado,Vamos Aclarando Muchas Cosas - En Vivo,5gZOpqxK3J5b5BSjzG1PkM,0.718,0.55,10,-5.743,1,0.0381,0.761,0.0,0.105,0.824,107.292,190720,3,2022,81
1351,Tory Lanez,Lavender Sunflower,1au2UduxcvHfa0fZS3Szci,0.607,0.735,4,-6.065,0,0.095,0.253,0.0,0.11,0.964,88.894,151967,4,2021,77
1352,Dream Supplier,Clean Baby Sleep White Noise (Loopable),0zirWZTcXBBwGsevrsIpvT,0.0,0.00832,7,-26.712,1,0.0,0.917,1.0,0.111,0.0,0.0,142222,0,2020,79
1353,Tame Impala,One More Hour,0mO6oS60RST2sWmN2FKknP,0.647,0.398,4,-8.63,1,0.0283,0.108,0.107,0.148,0.32,102.029,432560,4,2020,77
1354,ROSALÍA,DESPECHÁ,53tfEupEzQRtVFOeZvk7xq,0.914,0.622,7,-6.538,1,0.0892,0.146,1.68e-05,0.0632,0.77,130.04,156788,4,2022,88
1355,Lil Uzi Vert,FOR FUN,60PTOzcoFycWBICdumIsFQ,0.775,0.461,7,-6.594,0,0.124,0.157,0.0,0.0687,0.131,134.028,188060,4,2022,72
1356,Bad Bunny,LA NOCHE DE ANOCHE,2XIc1pqjXV3Cr2BQUGNBck,0.856,0.618,7,-4.892,1,0.286,0.0303,0.0,0.0866,0.391,81.993,203201,4,2020,82
1357,Yeat,On tha linë,37nYSBS0MfRCm913QwCCYo,0.771,0.594,1,-8.991,0,0.193,0.00482,6.88e-06,0.111,0.119,149.106,154787,4,2022,75
1358,Bad Bunny,Enséñame a Bailar,2NMjggapJcXXM7WccGEBUO,0.81,0.789,8,-5.08,1,0.0846,0.191,1.08e-05,0.467,0.77,105.009,176000,4,2022,84
1359,Ed Sheeran,Bad Habits,7AyW1Eeo1JuSh1ReYnZPWp,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,230747,4,2022,6
1360,Kendrick Lamar,United In Grief,5Gt9bxniM1SxN61yRzRhXL,0.529,0.845,8,-8.142,1,0.404,0.244,0.0,0.143,0.331,85.63,255378,3,2022,77
1361,Ryan Mack,Overwhelmed (Ryan Mack Remix),03eyNjBM2mpx28H6kdaufN,0.658,0.445,0,-8.749,0,0.154,0.161,0.0,0.0845,0.513,174.111,103240,4,2021,79
1362,Wiz Khalifa,The Thrill,4wqzOaLxiCRy2Et8tRyNSX,0.817,0.775,10,-4.767,0,0.108,0.277,0.0,0.108,0.806,126.984,234334,4,2020,77
1363,SleazyWorld Go,Sleazy Flow (with Lil Baby) - Remix,5cx7vkF8BQ0iOsVpfvZbnz,0.869,0.298,2,-12.076,1,0.386,0.2,0.0,0.0753,0.178,77.47,161355,4,2022,73
1364,Megan Thee Stallion,Her,5hHvFrMnwic82WwRLr4WY0,0.945,0.848,1,-4.76,1,0.326,0.374,3.31e-05,0.101,0.819,119.918,137107,4,2022,74
1365,YBN Nahmir,Opp Stoppa,4l8CIibQf8cVk5BcrquSiD,0.821,0.304,0,-6.576,1,0.114,0.0175,0.0,0.118,0.217,78.089,65046,4,2021,73
1366,$uicideboy$,Ugliest,2Q9nA56DKKJhj4cHMbHlAS,0.752,0.55,5,-7.166,0,0.362,0.172,0.0148,0.14,0.405,174.073,178131,4,2021,73
1367,Carin Leon,La Boda Del Huitlacoche - Live,1Tcm4Qi0lbzXofH11MIzJs,0.684,0.882,9,-7.963,1,0.0761,0.517,9.81e-05,0.296,0.892,140.545,188417,3,2020,81
1368,Dove Cameron,Breakfast,6GUiIbJ834FcHewby3PwV0,0.64,0.553,2,-6.42,0,0.0411,0.0579,0.0,0.0914,0.486,81.992,148471,4,2022,78
1369,Trippie Redd,Miss The Rage (feat. Playboi Carti),2BITQ360Knh6qNAOqR7Dyq,0.584,0.859,8,-5.616,1,0.121,0.0144,0.0,0.847,0.369,77.005,236883,4,2021,76
1370,Money Man,24 (feat. Lil Baby),0xUvi7wldroBzaZCengPa5,0.868,0.638,2,-7.746,1,0.0736,0.146,0.0565,0.0931,0.459,126.03,182857,4,2020,75
1371,Nature Of Sweden,Slumber Rain,2pUhY7tWx8egpw2qn84iSi,0.161,1.0,10,-17.037,0,0.0419,0.914,0.881,0.943,1e-05,81.756,146000,3,2021,75
1372,Playboi Carti,Stop Breathing,2lLG56qpLP3UbcLuzMvkWX,0.856,0.57,9,-4.486,1,0.286,0.00637,0.0,0.0984,0.155,154.967,218943,4,2020,75
1373,Bad Bunny,Agosto,0wihfILRNOwE2156Shezc8,0.849,0.584,1,-8.195,0,0.115,0.0929,6.18e-06,0.492,0.724,115.018,139041,4,2022,82
1374,Post Malone,Cooped Up / Return Of The Mack,6Ole34qqbgkZ60IyrcVm7e,0.727,0.839,2,-4.781,1,0.184,0.01,3.63e-06,0.177,0.338,95.485,127253,4,2022,76
1375,Thundercat,Funny Thing,1c5CllrZr45UBhWpIqM332,0.586,0.893,7,-8.772,1,0.439,0.827,0.642,0.212,0.65,140.023,116630,3,2020,75
1376,Lil Uzi Vert,Sanguine Paradise,3XiNC94b4Tq1xwv70sQJGN,0.729,0.603,6,-6.736,0,0.0666,0.0948,0.0,0.113,0.207,134.972,243976,4,2019,73
1377,Eric Church,Doing Life With Me,57YkkgxAiusJPMtiSG3w3c,0.646,0.598,3,-10.293,1,0.0425,0.73,5.87e-06,0.118,0.606,80.993,195587,4,2020,72
1378,HIXTAPE,"Turn You Down (HARDY feat. Morgan Wallen, Zakk Wylde)",3X0773BLlMv6RMq0wkZZAk,0.615,0.874,11,-3.375,1,0.104,0.0131,0.0,0.33,0.604,107.97,154960,4,2019,72
1379,PinkPantheress,Break it off - Bonus,78ul3D77noQsYjSwvwiPU1,0.552,0.904,11,-4.891,0,0.114,0.0027,8.85e-06,0.0786,0.746,171.788,96133,4,2021,76
1380,The Weeknd,Sacrifice,1nH2PkJL1XoUq8oE6tBZoU,0.735,0.795,11,-6.523,0,0.113,0.0296,3.18e-05,0.0678,0.905,122.0,188918,4,2022,81
1381,Future,Drankin N Smokin,0k7wmahjkn389wAZdz19Cv,0.752,0.658,0,-6.297,1,0.342,0.0421,0.0,0.0927,0.387,151.951,213520,4,2020,74
1382,Lil Mabu,NO SNITCHING (with Dusty Locane),07NgzcfZh94EiueKm5KiT4,0.729,0.64,1,-8.8,1,0.352,0.0595,0.0,0.348,0.413,156.029,160007,4,2022,76
1383,Zach Bryan,God Speed,4GeyPGMzh6VwdNcaCufY9f,0.583,0.0819,0,-15.249,1,0.04,0.869,0.0,0.103,0.167,79.385,253360,4,2019,71
1384,Gorillaz,New Gold (feat. Tame Impala and Bootie Brown),64dLd6rVqDLtkXFYrEUHIU,0.695,0.923,1,-3.93,0,0.0522,0.0425,0.0469,0.116,0.551,108.014,215150,3,2022,78
1385,Lil Uzi Vert,Myron,56uXDJRCuoS7abX3SkzHKQ,0.771,0.654,8,-6.976,0,0.298,0.055,0.0,0.214,0.573,155.047,224955,4,2020,74
1386,Lil Baby,Heyy,6qzBOV7lg2pnYm1tIvjxo3,0.494,0.667,7,-4.632,1,0.263,0.00299,0.0,0.0815,0.179,88.028,192727,5,2022,72
1387,Adam Doleac,Don't It Sound Alright,58UvLeYJXtFkbkUP3lU6YK,0.641,0.547,7,-5.094,1,0.0247,0.0392,0.0,0.0771,0.487,130.061,218806,4,2022,72
1388,Juice WRLD,Flaws And Sins,0flSGzqHO12p9fU9kqaHGE,0.709,0.662,8,-4.55,1,0.0767,0.00966,0.0,0.108,0.439,150.047,218349,4,2019,74
1389,The Kid LAROI,GO (feat. Juice WRLD),2rPHUAeUPbNgTmK18FPTiZ,0.487,0.74,6,-4.973,1,0.0944,0.157,0.0,0.612,0.522,73.779,181688,4,2020,75
1390,Kyle Richh,Notti Bop,0IEpFiWXbmfpiiUHPlPkYC,0.782,0.624,2,-10.807,1,0.415,0.44,0.0,0.119,0.673,142.107,225875,4,2022,72
1391,Dierks Bentley,Gold,4iy69rTUn8cAY8Q8q9vfOw,0.674,0.873,1,-4.256,1,0.0285,0.0482,0.0,0.18,0.946,115.01,167760,4,2022,72
1392,Kordhell,Live Another Day,34lfu3S4fIcKZRNXzbdbo7,0.822,0.981,9,-1.321,1,0.109,0.000593,0.748,0.0938,0.404,115.005,133565,4,2021,83
1393,Chance Peña,In My Room,3SM7uIYEz3v3BGy9RHp7oU,0.408,0.338,4,-13.626,1,0.0431,0.521,0.000639,0.0732,0.1,133.943,177609,3,2022,78
1394,The Weeknd,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,1oFAF1hdPOickyHgbuRjyX,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191014,4,2020,83
1395,Grupo Marca Registrada,Solo Me Dejaste,0OLLsFyVPrjI3iL03lDFXk,0.609,0.515,7,-9.843,0,0.0486,0.539,0.0839,0.0722,0.853,152.787,186709,3,2022,79
1396,Victoria Monét,We Might Even Be Falling In Love (Interlude),4rCuwgRRKaIiHlHDc8Bga6,0.768,0.506,6,-8.913,1,0.165,0.415,0.0376,0.133,0.862,77.1,51914,4,2020,76
1397,Feid,Feliz Cumpleaños Ferxxo,2CeKVsFFXG4QzA415QygGb,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.0,0.305,0.563,94.999,155960,4,2022,89
1398,Jelly Roll,Save Me,1rnYNAJPAb586NhetosdNW,0.677,0.404,0,-9.552,1,0.027,0.653,0.0,0.249,0.355,83.087,240723,3,2020,71
