,artist,song_name,spotify_track_id
1034,Eyedress,Romantic Lover,7s5VQqrjBtrBgZL4pEa46S
1035,YoungBoy Never Broke Again,Put It On Me,2FWeNvUo79OeiHWoR1bUsO
1036,Mariah the Scientist,Spread Thin,4MbzauKV2ydtZZjLsPcuTF
1037,Don Toliver,After Party,527k23H0A4Q0UJN3vGs0Da
1038,Ozzy Osbourne,Crazy Train,7ACxUo21jtTHzy7ZEV56vU
1039,Hailey Whitters,Everything She Ain’t,3zAOcNGOFq5Q1OsN0tcxA0
1040,Zach Bryan,Heavy Eyes,2gJj6WtAxXjApMs3PXsCeX
1041,Coi Leray,Players,6UN73IYd0hZxLi8wFPMQij
1042,Juice WRLD,Empty,3T06rGO2dVEntMvym0vpQu
1043,(G)I-DLE,Nxde,6NnCWIWV740gP7DQ8kqdIE
1044,Xavier Wulf,First Light,7AUHZBFJ5c7fiLhl0I9r5S
1045,Harry Styles,Little Freak,3i058E8uxTsYqJ5NWZzqSj
1046,Kxllswxtch,WASTE,4NgherJDfCXWBZBYheM4jK
1047,Reneé Rapp,Too Well,6Szgu8v7CAapag3XuuJX0b
1048,Bad Bunny,Otro Atardecer,0E0DRHf5PfMeor0ZCwB3oT
1049,Rauw Alejandro,LOKERA,79HZAZNnOE97rb2hnI0XQr
1050,Morgan Wallen,Don't Think Jesus,1TUuhV75FeOF6UObRsABo2
1051,Wallows,Are You Bored Yet? (feat. Clairo),57RA3JGafJm5zRtKJiKPIm
1052,Don Toliver,No Idea,7AzlLxHn24DxjgQX73F9fU
1053,Bad Bunny,La Santa,69vlMrzHwATKzupwNcUPyK
1054,Billie Eilish,i love you,6CcJMwBtXByIz4zQLzFkKc
1055,$uicideboy$,I Dream of Chrome,3QQXpvZd9qmzHZ02wDf2im
1056,Labrinth,Formula,6EtKlIQmGPB9SX8UjDJG5s
1057,Brent Faiyaz,Rehab (Winter In Paris),0zWbYGQq5O1KQd0iqzgjP6
1058,Suki Waterhouse,Good Looking,0j3mqDTK4Z6lvrLzFCUUz6
1059,Kanye West,True Love,06JvOZ39sK8D8SqiqfaxDU
1060,YoungBoy Never Broke Again,Make No Sense,6klLvorLoo1sxvZcjJIY8I
1061,Juice WRLD,Conversations,4K06PO78fW4mnBVenxGNob
1062,Olivia Rodrigo,brutal,6SRsiMl7w1USE4mFqrOhHC
1063,Lil Tjay,F.N,0RLLvYBopDwooCyvnTwgYu
1064,Lauren Spencer Smith,Flowers,6Z165JvPnS8PYvGW8oLGLc
1065,The Weeknd,Nothing Is Lost (You Give Me Strength),1DzJbVkBELu6jDu6q0T0tk
1066,HARDY,GIVE HEAVEN SOME HELL,2bVeUlOC5JjTpkQXuUUoYm
1067,Drake,Yebba’s Heartbreak,1PDP7mLiAMwhfmgIwzhOm2
1068,$uicideboy$,"My Swisher Sweet, But My Sig Sauer",4QlbH3QGLr13WeLUywH9DA
1069,charlieonnafriday,Enough,4vuVzf7BIZhDAFm3TB0Tzy
1070,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,5U1OEoEW4xnalSAToamwZL
1071,Steve Lacy,N Side,12ILYlOEfWL8ei0BEgFJn0
1072,Luis R Conriquez,El Gavilán,4ygQ5wSuzzNRevVjup1qV2
1073,The Ronettes,Sleigh Ride,7fUYUcWy853HS8YJn0b3Sr
1074,Aventura,Volví,2vmfvSoZBFAt9hhRoEByLi
1075,Dxrk ダーク,RAVE,01kfSdF9zfcDLri5sSWEoL
1076,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),37BZB0z9T8Xu7U3e65qxFy
1077,Carin Leon,No Es Por Acá,3bvJftZKZe5QKz433NczyV
1078,Nicki Minaj,Super Freaky Girl,2yjlYDiNiQkdxVqTlaSrlX
1079,Grupo Marca Registrada,Puro Campeón,1kNC7b4zXbqoceKpkGdnD8
1080,Drake,Girls Want Girls (with Lil Baby),37Nqx7iavZpotJSDXZWbJ3
1081,Alessia Cara,Make It To Christmas,6RS6rcjnWrdfVuu2U2W2dj
1082,Sir Chloe,Michelle,6XrTwqp0vMc2Z3m4ttoyRe
1083,Lil Tjay,Run It Up (feat. Offset & Moneybagg Yo),1dg3qy5DjoJodawfOCgrTP
1084,Three Peels,White Noise Waterfall,5WkRINJDHP7zdAo45F1bJb
1085,Morgan Wallen,865,0sKEilrw1GrBlG6qsTCrP4
1086,ROSALÍA,DESPECHÁ,5ildQOEKmJuWGl2vRkFdYc
1087,Tyler Childers,Way of the Triune God - Hallelujah Version,2BJy4svtrGACqRB5BFLOK6
1088,Summer Walker,Playing Games (with Bryson Tiller) - Extended Version,2xyx0o4xNOLLjBSbOOdcbA
1089,Lil Baby,Never Hating (feat. Young Thug),1Py8c3dkLF0YczcAyBFBEM
1090,Jhayco,En La De Ella,5NxhMcHSVY3Z7ykWxZf3aj
1091,Tiësto,The Motto,18asYwWugKjjsihZ0YvRxO
1092,BTS,Run BTS,69xohKu8C1fsflYAiSNbwM
1093,Eyedress,Something About You,6RiiSy9GzSwiyDEJDiMuKe
1094,A$AP Ferg,"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",5oady7OSE7dH7LHiqmb3Cr
1095,Kodak Black,Super Gremlin,1Y5Jvi3eLi4Chwqch9GMem
1096,Taylor Swift,champagne problems,0sY6ZUTh4yoctD8VIXz339
1097,Pop Smoke,Element,57BGVV6wcyhbn3hsjlqEZB
1098,$uicideboy$,Champagne Face,1UsvO5U72YRU8Xnq8Lp14O
1099,DVRST,Close Eyes,3CLSHJv5aUROAN2vfOyCOh
1100,Lana Del Rey,Doin' Time,0Oqc0kKFsQ6MhFOLBNZIGX
1101,Conan Gray,Maniac,6KfoDhO4XUWSbnyKjNp9c4
1102,Rex Orange County,Pluto Projector,4EWBhKf1fOFnyMtUzACXEc
1103,JIN,The Astronaut,0h7QMc9ZRzA9QJrbEHytn2
1104,Ivan Cornejo,La Última Vez - Deluxe,1XX3sKKZN3DfWeFpMAc2WX
1105,Mitchell Tenpenny,We Got History,6Awl7JBDQjfm7xkS3LkhDi
1106,Yahritza Y Su Esencia,Inseparables,57GWBz1UtT6iei1jrbkovI
1107,Kendrick Lamar,Silent Hill,3lzUeaCbcCDB5IXYfqWRlF
1108,Elton John,Hold Me Closer,72yP0DUlWPyH8P7IoxskwN
1109,Benson Boone,In The Stars,1ei3hzQmrgealgRKFxIcWn
1110,Maroon 5,Memories,4cktbXiXOapiLBMprHFErI
1111,"Tyler, The Creator",SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),3EG9FJ0ToLfgnc1IG2Z1wz
1112,Montell Fish,Fall in Love with You.,4kJT7Yj6Za01KfKHjb7mZE
1113,Julia Michaels,What A Time (feat. Niall Horan),5WtfUKzXircvW8l5aaVZWT
1114,Lil Tecca,LOT OF ME,2ZXxRC6V6AXzMdbLQZMHSB
1115,Metro Boomin,Lock On Me (with Travis Scott & Future),0OoNzMdPSgbkM5MkcuEZfm
1116,Fuerza Regida,Me Acostumbre A Lo Bueno,1hHnCReCPe1FUkGLTeuCaC
1117,Gunna,Banking On Me,7Fege3yv4dvehB3NdRBGwI
1118,Harry Styles,Love Of My Life,1mw0RgNXIpYRyyCdBQbLgA
1119,IShowSpeed,World Cup,22TFAU0e7WHAQFGzwneu1e
1120,Polo G,Chosen 1,40QrLHWdsxyXLAdjJG4Rxs
1121,Roddy Ricch,Twin (feat. Lil Durk),5B40Td13cDQ4adeAiLf8Z4
1122,Jack Harlow,Dua Lipa,0LnS7aOdOdI1dNKZqdOLz4
1123,Josh Abbott Band,Settle Me Down,3CYpmhtAu6DCAwfkYB2mQ9
1124,Cian Ducrot,I'll Be Waiting,3fqBhOtYA62A5D20j8OaQY
1125,Eem Triplin,AWKWARD FREESTYLE,2ISyz9DRGEMrJN77ge3hi2
1126,Bad Bunny,Si Veo a Tu Mamá,41wtwzCZkXwpnakmwJ239F
1127,Tory Lanez,Broke In A Minute,4xqIYGwwZTEem9U8A42SPF
1128,Lizzo,About Damn Time,6HMtHNpW6YPi1hrw9tgF8P
1129,Bad Bunny,Yo No Soy Celoso,5kVZxyMY1gfdCLiChsfjn1
1130,Ken Carson,Yale,0HTIrbUwwFn984RzVZm5Fk
1131,Giveon,Like I Want You,6qBFSepqLCuh5tehehc1bd
1132,Bakar,Hell N Back,3NRql0A1Ef4RCvT473iqgD
1133,Los Gemelos De Sinaloa,No Le Aflojo,7ifMxHITc3NIipJO4R5NGb
1134,Baby Keem,trademark usa,15hJmqqEtASVXl6sM7i4UF
1135,Jhayco,CÓMO SE SIENTE - Remix,2tFwfmceQa1Y6nRPhYbEtC
1136,Harry Styles,Grapejuice,4j6kId9QIqhoXvqHKgSKa0
1137,Billie Eilish,Happier Than Ever - Edit,32BeYxKPrig1LefHsC0Xuo
1138,Sabrina Carpenter,A Nonsense Christmas,7yogx3TwxGwSxO2QITsT2q
1139,Isabel LaRosa,i'm yours sped up,4sFGNz4MYpGoz53ZGCwsiE
1140,Chelsea Cutler,Men On The Moon,164LL9rTyEZ6DF0KMgXxsJ
1141,Connor Price,Violet,3zb9k8UUuKz5tYmKJvNqQA
1142,Harry Styles,Golden,45S5WTQEGOB1VHr1Q4FuPl
1143,21 Savage,Immortal,4IO8X9W69dIQe0EC5ALXhq
1144,Tame Impala,Borderline,5hM5arv9KDbCHS0k9uqwjr
1145,Bad Bunny,Andrea,44XjoNvtwevktFKjvVe1vH
1146,Gwen Stefani,You Make It Feel Like Christmas (with Blake Shelton),3SjaE7SExrVnRZi45KXT3O
1147,Junior H,Vamos Para Arriba,7cZoAjj5vufdREBJZGW2lH
1148,Chris Lane,Dancin' In The Moonlight (feat. Lauren Alaina),0pnKcAh5binHOP9HexWwnZ
1149,Yeat,Sorry Bout That,4VHkjPgAis9JNfc1URn7zZ
1150,Ivan Cornejo,Tatuajes - Deluxe,2b4YJ0j60w3YPIFot0oodu
1151,The Strokes,The Adults Are Talking,5ruzrDWcT0vuJIOMW7gMnW
1152,Nas,"One Mic, One Gun",7CpXFEjLntpr4GdOhTtFEv
1153,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),5Z9KJZvQzH6PFmb8SNkxuk
1154,Ava Max,Christmas Without You,1QLZKzC2pjP4ySf4ALrNhm
1155,Atlus,You're a Fucking Bitch Hope You Know That Shit,06q3sUgkq2k7uhdsi1fczX
1156,Doja Cat,Kiss Me More (feat. SZA),748mdHapucXQri7IAO8yFK
1157,Yeat,Talk,0ypjMI7vHiDP4sLB1C0Qna
1158,DaBaby,ROCKSTAR (feat. Roddy Ricch),7ytR5pFWmSjzHJIeQkgog4
1159,Conan Gray,Family Line,0iNZGC211wst3VjtobNnC5
1160,$hyfromdatre,6000 Degrees (AH HA),5no1uAP51SFQzZqITUxsfG
1161,Taylor Swift,The Way I Loved You (Taylor’s Version),22bPsP2jCgbLUvh82U0Z3M
1162,21 Savage,Mr. Right Now (feat. Drake),4Q34FP1AT7GEl9oLgNtiWj
1163,Brett Young,You Didn’t,5Jwcv2Le3Klwgrgyqa12ZA
1164,Dayglow,Can I Call You Tonight?,61OJxhoY3Ix50rYVKo8zRK
1165,Destroy Lonely,NOSTYLIST,42tD9J0KCPFSc1d2hFTvAf
1166,Lewis Capaldi,Pointless,4JBiO7wRnE6ueszEUpo347
1167,Riovaz,Prom Night,7KhJdiu4zbPlhlImRLIyDl
1168,Glass Animals,Heat Waves,6CDzDgIUqeDY5g8ujExx2f
1169,Zach Bryan,November Air,0u9NVrPqUINrHIFCuPOnYm
1170,Natanael Cano,AMG,1lRtH4FszTrwwlK5gTSbXO
1171,1nonly,Stay With Me,2WYs5LxOZfEyURXu7V0O1a
1172,Bad Bunny,El Apagón,0UvZcEfpzVyx47QsRbjyBz
1173,Shakira,Te Felicito,2rurDawMfoKP4uHyb2kJBt
1174,Måneskin,THE LONELIEST,1Ame8XTX6QHY0l0ahqUhgv
1175,Baby Keem,lost souls (with Brent Faiyaz),02rdXe0KhMe8p6ZHzYtuw0
1176,Taylor Swift,exile (feat. Bon Iver),4pvb0WLRcMtbPGmtejJJ6y
1177,$uicideboy$,BUCKHEAD,5dol1hrERJOReznLRJ2VVQ
1178,Hozier,Would That I,37zuIvk4KBkAxxLJsxJaHq
1179,Fuerza Regida,911 - En Vivo,1O0IFR3MYqgQbziKTCf0X4
1180,Elle King,Drunk (And I Don't Wanna Go Home),0QULNNd9z5s35entfiiXoa
1181,TWICE,Talk that Talk,0RDqNCRBGrSegk16Avfzuq
1182,XXXTENTACION,Riot,4aOOExMBUyxKnEYb39SrTg
1183,Juice WRLD,Already Dead,1hB3M3POeKMLxcEFEvPeqU
1184,Juice WRLD,Stay High,21CkzgKCBCq5V4XKjiGSIj
1185,Polo G,Flex (feat. Juice WRLD),2QqJTIlGKRLJC3onkavYEz
1186,Drake,Champagne Poetry,2HSmyk2qMN8WQjuGhaQgCk
1187,Los Gemelos De Sinaloa,Andamos Mejor,3K56RPWS4q200IwHiIZcUD
1188,Lizzo,2 Be Loved (Am I Ready),2rmwqU7yzTvzkiaRV53DpT
1189,Zach Bryan,From Austin,6k07Z7rd9og1FvRJD2n9E8
1190,Selena Gomez,My Mind & Me,0XER3HPMx223xWaAgNKp4Y
1191,Maddie & Tae,Every Night Every Morning,4qbibbQ1yK0rPl0JUJS0bz
1192,Stephen Sanchez,Until I Found You,6VhuP99TE6gYNQRJIlAWFD
1193,Nardo Wick,Me or Sum (feat. Future & Lil Baby),2HHLfzE7PkljuqyYU4vwmh
1194,Ozuna,Hey Mor,6Rpbzk2LC8xWZI93RyodAq
1195,Dreamville,Under The Sun (with J. Cole & Lute feat. DaBaby),6MF4tRr5lU8qok8IKaFOBE
1196,Lizzy McAlpine,ceilings,2L9N0zZnd37dwF0clgxMGI
1197,Beach Bunny,Cloud 9,6vFsBXYczYsP0H3lgunZOm
1198,Alec Benjamin,Devil Doesn’t Bargain,1zu2GKHPJIsUu80SUJX4H4
1199,Jason Aldean,That's What Tequila Does,6kCFt2ATuMIE5H9zVEJXei
1200,Noah Kahan,Northern Attitude,4O2rRsoSPb5aN7N3tG6Y3v
1201,Bad Bunny,Un Verano Sin Ti,18HOjcvTVV7W8YzBuOsAPS
1202,Lil Tjay,Headshot (feat. Polo G & Fivio Foreign),4eNOLmx8r2IJAVKvBBL1jv
1203,Lee Brice,Soul,3vCUelLOtiuNF78p9LNWZF
1204,Conan Gray,People Watching,3TFoEJe5zNuHZStRboWPxg
1205,G Herbo,PTSD,1C8ux1YWLMHCenYJFiIV4Z
1206,Ice Spice,Munch (Feelin’ U),1jOgJN75btuUONIdf57vHz
1207,Kodak Black,Love & War,293mQGfVwgXIOdA1GpiwAt
1208,Juice WRLD,Righteous,5dOxHHMOFAbG3VH23t0xNm
1209,Dustin Lynch,Thinking 'Bout You (feat. MacKenzie Porter),4wBjKhJx6JnGoNJfJs24pd
1210,Joji,Feeling Like The End,1abwytAhbWeHrbsA9eODOy
1211,Noah Kahan,All My Love,7ByxizhA4GgEf7Sxomxhze
1212,Playboi Carti,New Tank,4txKMpsSfZRV6durPuHVq0
1213,Faye Webster,Kingston,5WbfFTuIldjL9x7W6y5l7R
1214,$uicideboy$,Sorry for the Delay,49YpGS0rVcRLtiDvx5JQyp
1215,Fuerza Regida,Ch y la Pizza,1ySH55O0zbQBR77q8wQEyn
1216,Kendrick Lamar,Count Me Out,6BU1RZexmvJcBjgagVVt3M
1217,Grupo Firme,Calidad,0uBcoM4zxRXk7kmsmxoiFS
1218,Harry Styles,Daydreaming,69w5X6uTrOaWM32IetSzvO
1219,Hitkidd,F.N.F. (Let's Go),1vrFJDrysqmsNAgyjBzx4f
1220,Leah Kate,10 Things I Hate About You,6Jkm5kUldvIqxzI1Pa7nXH
1221,Olivia Rodrigo,"1 step forward, 3 steps back",4wcBRRpIfesgcyUtis7PEg
1222,XXXTENTACION,bad vibes forever,03eJ2DclFWXYU8GWgANdmZ
1223,NLE Choppa,Slut Me Out,5BmB3OaQyYXCqRyN8iR2Yi
1224,Drake,I Guess It’s Fuck Me,31bsuKDOzFGzBAoXxtnAJm
1225,Zach Bryan,Snow,6K4336phprB3Mj8qwYxibR
1226,The Neighbourhood,Pretty Boy,7IL8PSVwLOJxqYne6azxQv
1227,The Weeknd,Less Than Zero,2D4dV2KXDTszzJ3p3cFqhA
1228,Lil Baby,Forever (feat. Fridayy),1T4k0sw0HldDg004Kw4Oct
1229,YoungBoy Never Broke Again,Nevada,2cEnKRR4dYBB2VA1mjlb1z
1230,NewJeans,Cookie,2DwUdMJ5uxv20EhAildreg
1231,Stevie Wonder,Someday At Christmas,2X5noCM9Klrm4zXfyyPdRN
1232,Pentatonix,Kid On Christmas (feat. Meghan Trainor),5glU2EWqa5hpYqGPboSNjV
1233,Rod Wave,Alone,5ie5OPdaP9fivYaKcjwKF1
1234,Bad Bunny,TE MUDASTE,5RubKOuDoPn5Kj5TLVxSxY
1235,Ivan Cornejo,Ya Te Perdí - Deluxe,4Nvm7kFymlxLeF5Qd69nuB
1236,Stephen Dawes,Teenage Dream,3Y2MvObZdPakD1X71KOxCD
1237,Montell Fish,Hotel,0JzG1wJuB4v9UPkSE7LMXi
1238,Stray Kids,CASE 143,3O8G8eVrhfXTGttyQ1xVuq
1239,Steve Lacy,Bad Habit - Sped Up,4i7HqWsN7iJzsXpsW5h1nb
1240,Bad Bunny,Dos Mil 16,4d4ZXH4dr5bYfgErHiZCX2
1241,hemlocke springs,girlfriend,0Dl965SLJGi9bB0SrvtPRx
1242,HARDY,TRUCK BED,73NzYbpaYvQ7JfpjztFESL
1243,Kanye West,Praise God,0WSEq9Ko4kFPt8yo3ICd6T
1244,Drake,What’s Next,3aQem4jVGdhtg116TmJnHz
1245,Dan + Shay,Take Me Home For Christmas,72HP2M4jjw4t0AIGdEVGEF
1246,Beyoncé,ALIEN SUPERSTAR,1Hohk6AufHZOrrhMXZppax
1247,Lewis Capaldi,Bruises,4Of7rzpRpV1mWRbhp5rAqG
1248,Falling In Reverse,Popular Monster,4GssB27iJeqmfGxS94Tfij
1249,Morgan Wallen,Bandaid On A Bullet Hole,1RvoRAL612adAVrPUoAMHR
1250,Scotty McCreery,It Matters To Her,4aSRUXfKuBbmje0eXNukuL
1251,$uicideboy$,Center Core Never More,67IECOggWzBnCERhbOlTRp
1252,Juice WRLD,Sometimes,3i6sCTU7ENlnHpHvrHUitW
1253,OneRepublic,Sunshine,5r43qanLhUCdBj8HN3fa6B
1254,Lost Frequencies,Where Are You Now,3uUuGVFu1V7jTQL60S1r8z
1255,BoyWithUke,Sick of U (with Oliver Tree),5IXdkgrT4lb9sKIb8tbOQ3
1256,ROSALÍA,DESPECHÁ RMX,4CD623yLJVvKJxUyzaTqtC
1257,Bad Bunny,DÁKITI,4MzXwWMhyBbmu6hOcLVD49
1258,A Boogie Wit da Hoodie,Me and My Guitar,6cZH4rX1KTt1aJ3Ql6Ynja
1259,Don Toliver,Do It Right,4ZevD501qZiFK7FY8DFn0V
1260,Yeat,Poppin,3wn8nOygkHLUQ9dlXM1rKW
1261,Charlie Puth,Light Switch,1jEBSDN5vYViJQr78W7jr2
1262,Lil Durk,Broadway Girls (feat. Morgan Wallen),7qTaDOcld0VmBWXnkbUj45
1263,Cris Mj,Una Noche en Medellín,1O2pcBJGej0pmH2Y9XZMs6
1264,Morgan Wallen,Somebody’s Problem,42lqBjPYlmL1EXpMDXvhSN
1265,Lil Tecca,Love Me,4e0FYxSROat25pH16zMTZI
1266,Pop Smoke,Got It On Me,25zlnOAzbVoOzIeXSvQFf1
1267,Rod Wave,Street Runner,5iMRhOHzze2CujxHiJ6cRL
1268,Drake,Time Flies,5H4mXWKcicuLKDn4Jy0sK7
1269,Lil Tecca,Our Time,2WxUIiq06XXPYWl9YcRJnD
1270,Young Dolph,Get Away,65nmqAEqW7CJIkXOIkxyg8
1271,Adele,Easy On Me,46IZ0fSY2mpAiktS3KOqds
1272,Billie Eilish,The 30th,5SHpuW2qjkQtFRpE6P9Nks
1273,Lil Tjay,Give You What You Want,6PQK1Y3Dl6dym9pj0y9Chy
1274,$NOT,GOSHA,0j8ppsOOawdPCJnSTcXgOy
1275,Dan + Shay,You,2xPV95cfbyusygMTxpa3SW
1276,Ashley Cooke,Never Til Now (feat. Brett Young),4232gJU5ljjFmKaPh0cKds
1277,Taylor Swift,right where you left me - bonus track,3zwMVvkBe2qIKDObWgXw4N
1278,dkj,Aces,4pV6Kx1T9L49PBFwH1g8ca
1279,Bee Gees,Stayin Alive,5ubvP9oKmxLUVq506fgLhk
1280,Kanye West,Moon,7CC6UbCs4iGsePSzFxYxNn
1281,IVE,LOVE DIVE,0Q5VnK2DYzRyfqQRJuUtvi
1282,Elton John,Cold Heart - PNAU Remix,7rglLriMNBPAyuJOMGwi39
1283,Kay Flock,PSA,6T5i0o62ZyfHRRHHihYJ1n
1284,RM,Wild Flower (with youjeen),1AZjCZSGEjlxUufFQwSszF
1285,Rauw Alejandro,Desesperados,6mmPpaltUZK7xjNlBPQQ0p
1286,Tems,Free Mind,2mzM4Y0Rnx2BDZqRnhQ5Q6
1287,Swedish House Mafia,Moth To A Flame (with The Weeknd),0VO8gYVDSwM1Qdd2GsMoYK
1288,Zach Bryan,Letting Someone Go,6Wxx1jXr6EyGdt8RuYFzvj
1289,Juice WRLD,Hate The Other Side (with Marshmello & The Kid Laroi),0ada5XsQGLPUVbmTCkAP49
1290,Kaash Paige,Love Songs - Bonus,6qL5UWxRSQYml9O99ozoLv
1291,The Kid LAROI,Thousand Miles,1r8ZCjfrQxoy2wVaBUbpwg
1292,Cardi B,Hot Shit (feat. Ye & Lil Durk),3uJFmluXzYedoJcvhpC1AW
1293,ERNEST,Flower Shops (feat. Morgan Wallen),2ccuOtUjIyx3tPcsnpeBzJ
1294,Brent Faiyaz,"GRAVITY (FEAT. TYLER, THE CREATOR)",3zakx7RAwdkUQlOoQ7SJRt
1295,Only The Family,Hellcats & Trackhawks,53tv6ZbyeAwfAUwFaxYbfO
1296,Lil Tjay,Beat the Odds,2BJWxD8xKrDv8vneTvTIm9
1297,Reneé Rapp,In The Kitchen,2VFetGqLYq0Pc8ZtRYCaeL
1298,MAVI,"Love, of Money",2XILilAwcXHdGwZLNHteue
1299,Oscar Maydon,Los Collares,46FdwGMcgz6gik4RCpWBAW
1300,CORPSE,HOT DEMON B!TCHES NEAR U ! ! !,7v4pPS4A7NgY7bxFA3Etv3
1301,Grupo Firme,Ya Supérame (En Vivo),6HIIuuUIEzH1meVdGbMXyf
1302,Kendrick Lamar,Father Time (feat. Sampha),28qA8y1sz0FTuSapsCxNOG
1303,Key Glock,Ambition For Cash,4mIHgQ3ofK2RK34UdbqMbe
1304,DJ Khaled,STAYING ALIVE (feat. Drake & Lil Baby),0g2Bbgy7P41pFjMWJuzsf4
1305,Eden Muñoz,Como Quieras Quiero,7MyOq9tWhL9bGHeeG5Iz5p
1306,YoungBoy Never Broke Again,Vette Motors,0HrWshW3SuFJ6nKS9ba9Mh
1307,Zach Bryan,Fifth of May,1wLNEMiUzwvRZz9XHCXhAE
1308,Jaah SLT,Tuff,5nCg0pD9BpWouChvS8eMSO
1309,Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends,3CIyK1V4JEJkg02E4EJnDl
1310,Lil Tecca,Did It Again,4guBZjUyrGoHsTahO3IHdj
1311,Falling into Pink,Pink Noise for Sleeping,2ex3O9bv4muJcuVI3BQbtj
1312,Chris Jedi,La Llevo Al Cielo (Ft. Ñengo Flow),6DoL1yYIwEW7VZMRaJhoJI
1313,Kelsea Ballerini,IF YOU GO DOWN (I'M GOIN' DOWN TOO),1jX9wlAgVkAl0fCZqkCI73
1314,Olivia Rodrigo,enough for you,2TOzTqQXNmR2zDJXihjZ2e
1315,Cavetown,Juliet,45ROR8UMn60YEVQnDy0uVF
1316,Billie Eilish,listen before i go,0tMSssfxAL2oV8Vri0mFHE
1317,Mac Miller,Blue World,2hwOoMtWPtTSSn6WHV7Vp5
1318,Miranda Lambert,Strange,6BWOWBSalJEp7woRZSyiMb
1319,42 Dugg,4 Da Gang (with Roddy Ricch),1mAey8kEPmDM2icL56kS9d
1320,Germ,AWKWARD CAR DRIVE,3aEDTqPcVXDiuKXaedAZgx
1321,Christian Nodal,Ya No Somos Ni Seremos,0UXlu64mDLvfzR8IXMz06J
1322,Daddy Yankee,X ÚLTIMA VEZ,48AJSd42lXpicsGqcgopof
1323,Polo G,I Know,40j4RoqmLiivqzRObbQ4BF
1324,JVKE,this is what heartbreak feels like,4RxdAzEmkPXTiIU6ULLoXh
1325,Brightlo,Pink Noise for Dreaming,1Tjrhay8eQSfkOcqVh7PiQ
1326,Polo G,Distraction,1oc92BMKYkNxK17C2GtyRM
1327,J Balvin,QUE PRETENDES,25ZAibhr3bdlMCLmubZDVt
1328,Zach Bryan,Revival,2QfX9Pdz3q66fN3kCXl0Js
1329,Bad Bunny,Aguacero,2uflssWlCaJ6CbTMOsUpNI
1330,Jon Pardi,Your Heart Or Mine,7ETjhPaIU4UmHOiimJBZz9
1331,Harry Styles,Cinema,35TyJIMR3xRouUuo2sjS6v
1332,Hailee Steinfeld,Coast (feat. Anderson .Paak),1l4iQsOZ5sOXZPMQLvouaB
1333,Polo G,Go Stupid,4PklAHGXT5ityno3IA8SKd
1334,$uicideboy$,Genesis,2UbMJbQq6G0TJnmnubgolV
1335,Tate McRae,uh oh,6qmvAJSUfVGMubvI2awW7p
1336,Muni Long,Hrs & Hrs,3ncmoWTwJgx63LwMTyBCXf
1337,Lil Tecca,Ransom (with Juice WRLD) - Remix,2WsuSYJNXGKXVYkHPnq2yp
1338,Bad Bunny,Safaera,2DEZmgHKAvm41k4J3R2E9Y
1339,Adelmar Borrego,"Twinkle, Twinkle, Little Star",147gCksvDRmjG1pO51ZCcf
1340,$uicideboy$,Fucking Your Culture,2gkVweydDn7MmHmqXAlEzk
1341,Junior H,El Hijo Mayor,1RGlfmdvcfatN0ZLOmzanS
1342,Oliver Tree,Miss You - Sped Up Version,4pH8cIlMI9NrTWcDiQbuRe
1343,Key Glock,Mr. Glock,1ipSpQfzBbhPFhYm6tfVIz
1344,Polo G,Through Da Storm,3NqCEpT8xsHdzpiRlM1kpS
1345,$uicideboy$,The Serpent and the Rainbow,2CkpD7gqMXrrpTCJ9TZ0bw
1346,Yeat,Gët Busy,20O48JTG6O46tPAuZbliRA
1347,iamjakehill,By the Sword,3HsFSrIsbO54TFDfG66pZm
1348,Young Dolph,Love For The Streets,7k5lDslyLbcykzUOPGEdKR
1349,Eliza Rose,B.O.T.A. (Baddest Of Them All) - Edit,39JofJHEtg8I4fSyo7Imft
1350,Codiciado,Vamos Aclarando Muchas Cosas - En Vivo,5gZOpqxK3J5b5BSjzG1PkM
1351,Tory Lanez,Lavender Sunflower,1au2UduxcvHfa0fZS3Szci
1352,Dream Supplier,Clean Baby Sleep White Noise (Loopable),0zirWZTcXBBwGsevrsIpvT
1353,Tame Impala,One More Hour,0mO6oS60RST2sWmN2FKknP
1354,ROSALÍA,DESPECHÁ,53tfEupEzQRtVFOeZvk7xq
1355,Lil Uzi Vert,FOR FUN,60PTOzcoFycWBICdumIsFQ
1356,Bad Bunny,LA NOCHE DE ANOCHE,2XIc1pqjXV3Cr2BQUGNBck
1357,Yeat,On tha linë,37nYSBS0MfRCm913QwCCYo
1358,Bad Bunny,Enséñame a Bailar,2NMjggapJcXXM7WccGEBUO
1359,Ed Sheeran,Bad Habits,7AyW1Eeo1JuSh1ReYnZPWp
1360,Kendrick Lamar,United In Grief,5Gt9bxniM1SxN61yRzRhXL
1361,Ryan Mack,Overwhelmed (Ryan Mack Remix),03eyNjBM2mpx28H6kdaufN
1362,Wiz Khalifa,The Thrill,4wqzOaLxiCRy2Et8tRyNSX
